UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_Temp,omega,power,power_kW,wear_x_torque,pct_tool_life,rpm_x_torque,torque_sq,log_torque
5164,M20023,M,304.2,313.4,1713.0,23.5,50,0,0,0,0,0,0,9.199999999999989,179.3849405199772,4215.546102219464,4.215546102219464,1175.0,0.22727272727272727,40255.5,552.25,3.1986731175506815
5165,M20024,M,304.3,313.4,1624.0,32.1,53,0,0,0,0,0,0,9.099999999999966,170.06488231432746,5459.0827222899115,5.459082722289912,1701.3000000000002,0.2409090909090909,52130.4,1030.41,3.4995332823830174
5166,L52345,L,304.2,313.4,1421.0,43.4,56,0,0,0,0,0,0,9.199999999999989,148.80677202503654,6458.213905886585,6.458213905886585,2430.4,0.2545454545454545,61671.4,1883.56,3.793239469438179
5167,H34580,H,304.2,313.5,1546.0,41.4,58,0,0,0,0,0,0,9.300000000000011,161.89674141499398,6702.525094580751,6.702525094580751,2401.2,0.2636363636363636,64004.399999999994,1713.9599999999998,3.747148362237912
5168,L52347,L,304.2,313.4,1639.0,32.7,63,0,0,0,0,0,0,9.199999999999989,171.63567864112238,5612.486691564703,5.612486691564703,2060.1000000000004,0.2863636363636364,53595.3,1069.2900000000002,3.517497837358316
5169,H34582,H,304.1,313.4,1696.0,29.6,65,0,0,0,0,0,0,9.299999999999955,177.60470468294298,5257.099258615112,5.257099258615113,1924.0,0.29545454545454547,50201.600000000006,876.1600000000001,3.4210000089583352
5170,L52349,L,304.1,313.3,1470.0,39.9,70,0,0,0,0,0,0,9.199999999999989,153.93804002589985,6142.127797033404,6.142127797033404,2793.0,0.3181818181818182,58653.0,1592.01,3.7111300630487563
5171,M20030,M,304.1,313.3,1480.0,38.4,72,0,0,0,0,0,0,9.199999999999989,154.98523757709646,5951.433122960504,5.951433122960504,2764.7999999999997,0.32727272727272727,56832.0,1474.56,3.673765816303888
5172,M20031,M,304.2,313.4,1329.0,54.5,75,0,0,0,0,0,0,9.199999999999989,139.17255455402784,7584.904223194518,7.584904223194518,4087.5,0.3409090909090909,72430.5,2970.25,4.0163830207523885
5173,L52352,L,304.2,313.4,1740.0,28.2,78,0,0,0,0,0,0,9.199999999999989,182.212373908208,5138.388944211466,5.138388944211466,2199.6,0.35454545454545455,49068.0,795.24,3.374168709274236
5174,M20033,M,304.2,313.5,1739.0,28.1,80,0,0,0,0,0,0,9.300000000000011,182.10765415308833,5117.225081701782,5.117225081701782,2248.0,0.36363636363636365,48865.9,789.6100000000001,3.370738174177447
5175,M20034,M,304.2,313.5,1390.0,47.8,83,0,0,0,0,0,0,9.300000000000011,145.56045961632708,6957.789969660434,6.957789969660434,3967.3999999999996,0.37727272727272726,66442.0,2284.8399999999997,3.8877303128591016
5176,L52355,L,304.2,313.4,1740.0,23.7,86,0,0,0,0,0,0,9.199999999999989,182.212373908208,4318.433261624529,4.318433261624529,2038.2,0.39090909090909093,41238.0,561.6899999999999,3.2068032436339315
5177,M20036,M,304.0,313.3,1844.0,27.1,88,0,0,0,0,0,0,9.300000000000011,193.1032284406526,5233.097490741686,5.233097490741685,2384.8,0.4,49972.4,734.4100000000001,3.3357695763397
5178,H34591,H,304.0,313.1,1388.0,53.2,91,0,0,0,0,0,0,9.100000000000023,145.35102010608776,7732.67426964387,7.732674269643869,4841.2,0.41363636363636364,73841.6,2830.2400000000002,3.9926809084456005
5179,H34592,H,304.0,313.2,1517.0,43.1,96,0,0,0,0,0,0,9.199999999999989,158.85986851652387,6846.860333062179,6.846860333062179,4137.6,0.43636363636363634,65382.700000000004,1857.6100000000001,3.7864597824528
5180,M20039,M,304.0,313.1,1450.0,42.8,101,0,0,0,0,0,0,9.100000000000023,151.84364492350667,6498.908002726085,6.498908002726085,4322.799999999999,0.4590909090909091,62059.99999999999,1831.8399999999997,3.7796338173824005
5181,L52360,L,304.0,313.2,1584.0,38.7,104,0,0,0,0,0,0,9.199999999999989,165.87609210954108,6419.40476463924,6.41940476463924,4024.8,0.4727272727272727,61300.8,1497.6900000000003,3.681351187693145
5182,L52361,L,304.0,313.1,1720.0,28.7,106,0,0,0,0,0,0,9.100000000000023,180.1179788058148,5169.385991726885,5.169385991726885,3042.2,0.4818181818181818,49364.0,823.6899999999999,3.391147045808654
5183,L52362,L,303.9,313.1,1586.0,31.9,108,0,0,0,0,0,0,9.200000000000045,166.0855316197804,5298.128458670994,5.298128458670995,3445.2,0.4909090909090909,50593.399999999994,1017.6099999999999,3.493472657771326
5184,M20043,M,303.9,313.0,1895.5,22.5,110,0,0,0,0,0,0,9.100000000000023,198.49629582931507,4466.166656159589,4.466166656159589,2475.0,0.5,42648.75,506.25,3.157000421150113
5185,L52364,L,304.0,313.0,1397.0,42.4,113,0,0,0,0,0,0,9.0,146.2934979021647,6202.844311051783,6.202844311051783,4791.2,0.5136363636363637,59232.799999999996,1797.76,3.770459441106359
5186,L52365,L,304.0,313.0,1895.5,21.1,115,0,0,0,0,0,0,9.0,198.49629582931507,4188.271841998549,4.1882718419985485,2426.5,0.5227272727272727,39995.05,445.21000000000004,3.0955776085237074
5187,L52366,L,304.0,313.0,1895.5,15.0,117,0,0,0,0,0,0,9.0,198.49629582931507,2977.4444374397262,2.9774444374397264,1755.0,0.5318181818181819,28432.5,225.0,2.772588722239781
5188,L52367,L,304.0,313.1,1648.0,35.7,119,0,0,0,0,0,0,9.100000000000023,172.57815643719928,6161.040184808015,6.161040184808015,4248.3,0.5409090909090909,58833.600000000006,1274.4900000000002,3.6027767550605247
5189,L52368,L,304.0,313.2,1632.0,30.6,121,0,0,0,0,0,0,9.199999999999989,170.90264035528475,5229.620794871714,5.229620794871714,3702.6000000000004,0.55,49939.200000000004,936.3600000000001,3.4531571205928664
5190,M20049,M,304.1,313.2,1427.0,46.9,123,0,0,0,0,0,0,9.099999999999966,149.4350905557545,7008.505747064886,7.008505747064886,5768.7,0.5590909090909091,66926.3,2199.6099999999997,3.8691155044168695
5191,L52370,L,304.1,313.2,1452.0,48.0,126,0,0,0,0,0,0,9.099999999999966,152.053084433746,7298.548052819808,7.2985480528198075,6048.0,0.5727272727272728,69696.0,2304.0,3.8918202981106265
5192,L52371,L,304.0,313.2,1416.0,46.0,128,0,0,0,0,0,0,9.199999999999989,148.28317324943825,6821.02596947416,6.82102596947416,5888.0,0.5818181818181818,65136.0,2116.0,3.8501476017100584
5193,L52372,L,303.9,313.1,1310.0,62.9,130,0,0,0,0,0,0,9.200000000000045,137.1828792067543,8628.803102104846,8.628803102104847,8177.0,0.5909090909090909,82399.0,3956.41,4.157319361383489
5194,H34607,H,304.0,313.1,1408.0,39.8,132,0,0,0,0,0,0,9.100000000000023,147.44541520848094,5868.327525297541,5.868327525297541,5253.599999999999,0.6,56038.399999999994,1584.0399999999997,3.708682081410116
5195,M20054,M,303.9,313.1,1668.0,34.4,137,0,0,0,0,0,0,9.200000000000045,174.6725515395925,6008.735772961982,6.008735772961981,4712.8,0.6227272727272727,57379.2,1183.36,3.5667118201397288
5196,L52375,L,303.9,313.0,1551.0,36.8,140,0,0,0,0,0,0,9.100000000000023,162.42034019059233,5977.068519013797,5.977068519013797,5152.0,0.6363636363636364,57076.799999999996,1354.2399999999998,3.632309102625542
5197,H34610,H,303.9,313.0,1517.0,36.0,142,0,0,0,0,0,0,9.100000000000023,158.85986851652387,5718.9552665948595,5.718955266594859,5112.0,0.6454545454545455,54612.0,1296.0,3.6109179126442243
5198,H34611,H,303.8,312.9,1570.0,35.8,147,0,0,0,0,0,0,9.099999999999966,164.41001553786586,5885.878556255598,5.885878556255598,5262.599999999999,0.6681818181818182,56205.99999999999,1281.6399999999999,3.6054978451748854
5199,L52378,L,303.8,312.8,1428.0,53.3,152,0,0,0,0,0,0,9.0,149.53981031087415,7970.471889569591,7.970471889569591,8101.599999999999,0.6909090909090909,76112.4,2840.89,3.9945242269398897
5200,L52379,L,303.8,312.8,1503.0,40.0,154,0,0,0,0,0,0,9.0,157.39379194484863,6295.751677793945,6.2957516777939455,6160.0,0.7,60120.0,1600.0,3.713572066704308
5201,L52380,L,303.8,312.8,1416.0,58.7,156,0,0,0,0,0,0,9.0,148.28317324943825,8704.222269742026,8.704222269742026,9157.2,0.7090909090909091,83119.2,3445.6900000000005,4.089332020398556
5202,M20061,M,303.7,312.7,1396.0,47.3,158,0,0,0,0,0,0,9.0,146.18877814704504,6914.72920635523,6.91472920635523,7473.4,0.7181818181818181,66030.8,2237.2899999999995,3.877431560658527
5203,L52382,L,303.7,312.7,1335.0,51.1,161,0,0,0,0,0,0,9.0,139.8008730847458,7143.824614630511,7.143824614630511,8227.1,0.7318181818181818,68218.5,2611.21,3.9531649487593215
5204,M20063,M,303.7,312.6,1671.0,30.5,163,0,0,0,0,0,0,8.900000000000034,174.98671080495149,5337.09467955102,5.33709467955102,4971.5,0.740909090909091,50965.5,930.25,3.449987545831587
5205,L52384,L,303.7,312.7,1895.5,22.4,166,0,0,0,0,0,0,9.0,198.49629582931507,4446.317026576658,4.446317026576658,3718.3999999999996,0.7545454545454545,42459.2,501.75999999999993,3.152736022363656
5206,L52385,L,303.7,312.7,1468.0,43.3,168,0,0,0,0,0,0,9.0,153.72860051566056,6656.448402328102,6.656448402328102,7274.4,0.7636363636363637,63564.399999999994,1874.8899999999996,3.7909846770510898
5207,H34620,H,303.7,312.6,1711.0,27.6,170,0,0,0,0,0,0,8.900000000000034,179.17550100973784,4945.243827868765,4.945243827868765,4692.0,0.7727272727272727,47223.600000000006,761.7600000000001,3.353406717825807
5208,M20067,M,303.8,312.7,1488.0,41.3,175,0,0,0,0,0,0,8.899999999999977,155.82299561805374,6435.489719025619,6.435489719025619,7227.499999999999,0.7954545454545454,61454.399999999994,1705.6899999999998,3.744787086052232
5209,L52388,L,303.8,312.7,1664.0,29.3,178,0,0,0,0,0,0,8.899999999999977,174.25367251911388,5105.632604810036,5.105632604810037,5215.400000000001,0.8090909090909091,48755.200000000004,858.49,3.4111477125153233
5210,M20069,M,303.8,312.7,1507.0,38.5,180,0,0,0,0,0,0,8.899999999999977,157.8126709653273,6075.7878321651015,6.075787832165101,6930.0,0.8181818181818182,58019.5,1482.25,3.676300671907076
5211,L52390,L,303.7,312.6,1466.0,42.5,183,0,0,0,0,0,0,8.900000000000034,153.5191610054212,6524.564342730401,6.524564342730401,7777.5,0.8318181818181818,62305.0,1806.25,3.7727609380946383
5212,L52391,L,303.7,312.5,1433.0,53.6,185,0,0,0,0,0,0,8.800000000000011,150.06340908647243,8043.398727034923,8.043398727034923,9916.0,0.8409090909090909,76808.8,2872.96,4.000033882750859
5213,L52392,L,303.7,312.5,1397.0,45.7,187,0,0,0,0,0,0,8.800000000000011,146.2934979021647,6685.612854128926,6.685612854128927,8545.9,0.85,63842.9,2088.4900000000002,3.8437441646748516
5214,M20073,M,303.7,312.6,1429.0,43.3,189,0,0,0,0,0,0,8.900000000000034,149.64453006599382,6479.608151857532,6.479608151857532,8183.7,0.8590909090909091,61875.7,1874.8899999999996,3.7909846770510898
5215,L52394,L,303.7,312.7,1572.0,37.2,192,0,0,0,0,0,0,9.0,164.61945504810515,6123.843727789512,6.123843727789512,7142.400000000001,0.8727272727272727,58478.4,1383.8400000000001,3.6428355156125294
5216,M20075,M,303.7,312.7,1532.0,42.7,194,0,0,0,0,0,0,9.0,160.43066484331877,6850.389388809712,6.850389388809711,8283.800000000001,0.8818181818181818,65416.4,1823.2900000000002,3.7773481021015445
5217,M20076,M,303.7,312.7,1316.0,51.8,197,0,0,0,0,0,0,9.0,137.81119773747227,7138.620042801063,7.1386200428010635,10204.599999999999,0.8954545454545455,68168.8,2683.24,3.966511190712216
5218,M20077,M,303.8,312.8,1420.0,47.9,200,0,0,0,0,0,0,9.0,148.70205226991686,7122.8283037290175,7.122828303729017,9580.0,0.9090909090909091,68018.0,2294.41,3.8897773964808264
5219,L52398,L,303.8,312.9,1589.0,37.2,203,0,0,0,0,0,0,9.099999999999966,166.3996908851394,6190.068500927186,6.190068500927185,7551.6,0.9227272727272727,59110.8,1383.8400000000001,3.6428355156125294
5220,L52399,L,303.8,313.0,1365.0,59.9,205,1,0,0,0,1,0,9.199999999999989,142.94246573833559,8562.2536977263,8.5622536977263,12279.5,0.9318181818181818,81763.5,3588.0099999999998,4.109233174715851
5221,L52400,L,303.8,313.0,1633.0,32.9,207,0,0,0,0,0,0,9.199999999999989,171.00736011040442,5626.142147632305,5.626142147632305,6810.299999999999,0.9409090909090909,53725.7,1082.4099999999999,3.5234150143864045
5222,L52401,L,303.9,313.0,1626.0,31.4,209,0,0,0,0,0,0,9.100000000000023,170.27432182456678,5346.613705291396,5.3466137052913965,6562.599999999999,0.95,51056.399999999994,985.9599999999999,3.4781584227982836
5223,L52402,L,303.9,313.1,1665.0,29.6,0,0,0,0,0,0,0,9.200000000000045,174.35839227423352,5161.0084113173125,5.1610084113173125,0.0,0.0,49284.0,876.1600000000001,3.4210000089583352
5224,M20083,M,303.9,313.2,1350.0,47.2,2,0,0,0,0,0,0,9.300000000000011,141.3716694115407,6672.742796224721,6.672742796224721,94.4,0.00909090909090909,63720.00000000001,2227.84,3.8753590210565547
5225,L52404,L,303.9,313.2,1590.0,31.9,5,0,0,0,0,0,0,9.300000000000011,166.504410640259,5311.490699424262,5.311490699424262,159.5,0.022727272727272728,50721.0,1017.6099999999999,3.493472657771326
5226,M20085,M,304.0,313.2,1437.0,53.9,7,0,0,0,0,0,0,9.199999999999989,150.4822881069511,8110.995328964665,8.110995328964664,377.3,0.031818181818181815,77454.3,2905.21,4.005513348515485
5227,L52406,L,303.9,313.0,1403.0,48.3,10,0,0,0,0,0,0,9.100000000000023,146.92181643288265,7096.323733708232,7.096323733708232,483.0,0.045454545454545456,67764.9,2332.89,3.8979240810486444
5228,L52407,L,303.9,313.1,1440.0,41.1,12,0,0,0,0,0,0,9.200000000000045,150.79644737231007,6197.733987001944,6.1977339870019446,493.20000000000005,0.05454545454545454,59184.0,1689.21,3.7400477406883357
5229,M20088,M,303.9,313.1,1343.0,61.4,14,0,0,0,0,0,0,9.200000000000045,140.63863112570306,8635.211951118168,8.635211951118167,859.6,0.06363636363636363,82460.2,3769.96,4.133565275375382
5230,H34643,H,303.9,313.1,1790.0,26.7,17,0,0,0,0,0,0,9.200000000000045,187.448361664191,5004.871256433899,5.0048712564338995,453.9,0.07727272727272727,47793.0,712.89,3.3214324131932926
5231,M20090,M,303.8,313.1,1895.5,18.6,22,0,0,0,0,0,0,9.300000000000011,198.49629582931507,3692.0311024252605,3.6920311024252603,409.20000000000005,0.1,35256.3,345.96000000000004,2.975529566236472
5232,L52411,L,303.8,313.1,1458.0,42.2,25,0,0,0,0,0,0,9.300000000000011,152.68140296446393,6443.155205100378,6.443155205100378,1055.0,0.11363636363636363,61527.600000000006,1780.8400000000001,3.765840495250065
5233,L52412,L,303.6,312.9,1381.0,57.8,27,0,0,0,0,0,0,9.299999999999955,144.61798182025012,8358.919349210457,8.358919349210456,1560.6,0.12272727272727273,79821.8,3340.8399999999997,4.074141854904581
5234,L52413,L,303.6,312.9,1450.0,45.3,29,0,0,0,0,0,0,9.299999999999955,151.84364492350667,6878.5171150348515,6.878517115034851,1313.6999999999998,0.1318181818181818,65685.0,2052.0899999999997,3.835141961092188
5235,L52414,L,303.7,312.9,1461.0,50.1,31,0,0,0,0,0,0,9.199999999999989,152.99556222982292,7665.077667714128,7.665077667714129,1553.1000000000001,0.1409090909090909,73196.1,2510.01,3.933784497209659
5236,M20095,M,303.7,312.9,1511.0,41.0,33,0,0,0,0,0,0,9.199999999999989,158.2315499858059,6487.493549418043,6.487493549418042,1353.0,0.15,61951.0,1681.0,3.7376696182833684
5237,L52416,L,303.8,313.1,1394.0,45.4,36,0,0,0,0,0,0,9.300000000000011,145.97933863680572,6627.461974110979,6.627461974110979,1634.3999999999999,0.16363636363636364,63287.6,2061.16,3.8372994592322094
5238,L52417,L,303.8,313.0,1499.0,42.3,38,0,0,0,0,0,0,9.199999999999989,156.97491292437,6640.0388167008505,6.640038816700851,1607.3999999999999,0.17272727272727273,63407.7,1789.2899999999997,3.768152635008444
5239,L52418,L,303.7,313.0,1457.0,44.1,40,0,0,0,0,0,0,9.300000000000011,152.57668320934428,6728.631729532083,6.728631729532084,1764.0,0.18181818181818182,64253.700000000004,1944.8100000000002,3.8088822465086327
5240,L52419,L,303.7,313.0,1753.0,29.0,42,0,0,0,0,0,0,9.300000000000011,183.57373072476358,5323.6381910181435,5.323638191018143,1218.0,0.19090909090909092,50837.0,841.0,3.4011973816621555
5241,L52420,L,303.7,313.0,1694.0,28.0,44,0,0,0,0,0,0,9.300000000000011,177.39526517270366,4967.067424835703,4.967067424835703,1232.0,0.2,47432.0,784.0,3.367295829986474
5242,L52421,L,303.7,313.1,1683.0,28.4,46,0,0,0,0,0,0,9.400000000000034,176.2433478663874,5005.311079405402,5.005311079405402,1306.3999999999999,0.20909090909090908,47797.2,806.56,3.380994674344636
5243,L52422,L,303.7,313.1,1496.0,47.4,48,0,0,0,0,0,0,9.400000000000034,156.66075365901102,7425.719723437122,7.425719723437123,2275.2,0.21818181818181817,70910.4,2246.7599999999998,3.8794998137225862
5244,L52423,L,303.7,313.1,1721.0,34.8,50,0,0,0,0,0,0,9.400000000000034,180.22269856093448,6271.749909920519,6.271749909920519,1739.9999999999998,0.22727272727272727,59890.799999999996,1211.0399999999997,3.5779478934066544
5245,L52424,L,303.6,313.0,1593.0,31.6,52,0,0,0,0,0,0,9.399999999999977,166.818569905618,5271.466809017529,5.271466809017529,1643.2,0.23636363636363636,50338.8,998.5600000000001,3.484312288372662
5246,L52425,L,303.6,313.0,1575.0,38.3,54,0,0,0,0,0,0,9.399999999999977,164.93361431346415,6316.9574282056765,6.316957428205677,2068.2,0.24545454545454545,60322.49999999999,1466.8899999999999,3.6712245188752153
5247,L52426,L,303.5,313.0,1465.0,41.0,56,0,0,0,0,0,0,9.5,153.41444125030156,6289.992091262364,6.289992091262364,2296.0,0.2545454545454545,60065.0,1681.0,3.7376696182833684
5248,L52427,L,303.6,313.1,1405.0,38.3,58,0,0,0,0,0,0,9.5,147.131255943122,5635.127102621572,5.6351271026215715,2221.3999999999996,0.2636363636363636,53811.49999999999,1466.8899999999999,3.6712245188752153
5249,M20108,M,303.5,313.0,1895.5,21.6,60,0,0,0,0,0,0,9.5,198.49629582931507,4287.519989913206,4.287519989913206,1296.0,0.2727272727272727,40942.8,466.56000000000006,3.1179499062782403
5250,M20109,M,303.4,312.9,1422.0,39.9,63,0,0,0,0,0,0,9.5,148.91149178015618,5941.568522028231,5.9415685220282315,2513.7,0.2863636363636364,56737.799999999996,1592.01,3.7111300630487563
5251,L52430,L,303.5,312.9,1332.0,52.9,66,0,0,0,0,0,0,9.399999999999977,139.4867138193868,7378.847161045562,7.378847161045562,3491.4,0.3,70462.8,2798.41,3.9871304779149517
5252,M20111,M,303.4,312.9,1307.0,54.3,68,0,0,0,0,0,0,9.5,136.8687199413953,7431.9714928177655,7.431971492817765,3692.3999999999996,0.3090909090909091,70970.09999999999,2948.49,4.012772908528289
5253,L52432,L,303.5,313.0,1322.0,59.5,71,0,0,0,0,0,0,9.5,138.43951626819023,8237.151217957318,8.237151217957319,4224.5,0.32272727272727275,78659.0,3540.25,4.102643365036796
5254,L52433,L,303.5,313.0,1547.0,40.3,73,0,0,0,0,0,0,9.5,162.00146117011366,6528.65888515558,6.52865888515558,2941.8999999999996,0.33181818181818185,62344.1,1624.0899999999997,3.720862499966987
5255,L52434,L,303.5,313.1,1895.5,23.6,75,0,0,0,0,0,0,9.600000000000023,198.49629582931507,4684.512581571836,4.684512581571836,1770.0,0.3409090909090909,44733.8,556.96,3.202746442938317
5256,M20115,M,303.5,313.0,1403.0,51.9,77,0,0,0,0,0,0,9.5,146.92181643288265,7625.24227286661,7.625242272866609,3996.2999999999997,0.35,72815.7,2693.6099999999997,3.9684033388642534
5257,L52436,L,303.5,313.0,1393.0,51.6,80,0,0,0,0,0,0,9.5,145.87461888168608,7527.130334295001,7.527130334295001,4128.0,0.36363636363636365,71878.8,2662.56,3.9627161197436642
5258,L52437,L,303.5,313.0,1482.0,38.5,82,0,0,0,0,0,0,9.5,155.1946770873358,5974.995067862428,5.974995067862428,3157.0,0.37272727272727274,57057.0,1482.25,3.676300671907076
5259,M20118,M,303.5,312.9,1572.0,44.7,84,0,0,0,0,0,0,9.399999999999977,164.61945504810515,7358.4896406503,7.3584896406503,3754.8,0.38181818181818183,70268.40000000001,1998.0900000000001,3.822098297900159
5260,L52439,L,303.5,312.9,1544.0,36.9,87,0,0,0,0,0,0,9.399999999999977,161.6873019047547,5966.261440285448,5.9662614402854475,3210.2999999999997,0.39545454545454545,56973.6,1361.61,3.6349511120883804
5261,M20120,M,303.5,313.0,1492.0,46.1,89,0,0,0,0,0,0,9.5,156.24187463853238,7202.7504208363425,7.202750420836343,4102.900000000001,0.40454545454545454,68781.2,2125.21,3.8522730010223722
5262,L52441,L,303.4,312.8,1513.0,35.8,92,0,0,0,0,0,0,9.400000000000034,158.44098949604523,5672.187423958419,5.672187423958419,3293.6,0.41818181818181815,54165.399999999994,1281.6399999999999,3.6054978451748854
5263,L52442,L,303.4,312.8,1449.0,43.9,94,0,0,0,0,0,0,9.400000000000034,151.73892516838703,6661.33881489219,6.661338814892191,4126.599999999999,0.42727272727272725,63611.1,1927.2099999999998,3.8044377947482086
5264,L52443,L,303.5,312.8,1877.0,22.3,96,0,0,0,0,0,0,9.300000000000011,196.55898035960138,4383.265262019111,4.383265262019111,2140.8,0.43636363636363634,41857.1,497.29,3.148453360571655
5265,L52444,L,303.4,312.8,1376.0,53.4,98,0,0,0,0,0,0,9.400000000000034,144.09438304465183,7694.640054584408,7.694640054584408,5233.2,0.44545454545454544,73478.4,2851.56,3.996364153861897
5266,M20125,M,303.5,312.9,1883.0,23.3,100,0,0,0,0,0,0,9.399999999999977,197.18729889031934,4594.464064144441,4.594464064144441,2330.0,0.45454545454545453,43873.9,542.89,3.190476350346503
5267,M20126,M,303.4,312.8,1518.0,38.7,103,0,0,0,0,0,0,9.400000000000034,158.96458827164355,6151.929566112606,6.1519295661126066,3986.1000000000004,0.4681818181818182,58746.600000000006,1497.6900000000003,3.681351187693145
5268,M20127,M,303.5,312.9,1438.0,42.8,106,0,0,0,0,0,0,9.399999999999977,150.58700786207075,6445.123936496628,6.4451239364966275,4536.799999999999,0.4818181818181818,61546.399999999994,1831.8399999999997,3.7796338173824005
5269,L52448,L,303.4,312.9,1389.0,54.1,109,0,0,0,0,0,0,9.5,145.4557398612074,7869.15552649132,7.86915552649132,5896.900000000001,0.4954545454545455,75144.90000000001,2926.81,4.009149716158869
5270,L52449,L,303.5,312.9,1504.0,44.8,111,0,0,0,0,0,0,9.399999999999977,157.4985116999683,7055.93332415858,7.05593332415858,4972.799999999999,0.5045454545454545,67379.2,2007.0399999999997,3.8242840911201395
5271,L52450,L,303.5,312.9,1275.0,64.4,113,0,0,0,0,0,0,9.399999999999977,133.5176877775662,8598.539092875264,8.598539092875264,7277.200000000001,0.5136363636363637,82110.0,4147.360000000001,4.180522258463153
5272,L52451,L,303.6,313.0,1534.0,39.7,115,0,0,0,0,0,0,9.399999999999977,160.6401043535581,6377.412142836257,6.377412142836257,4565.5,0.5227272727272727,60899.8,1576.0900000000001,3.7062280924485496
5273,M20132,M,303.6,313.0,1396.0,38.2,117,0,0,0,0,0,0,9.399999999999977,146.18877814704504,5584.411325217121,5.584411325217121,4469.400000000001,0.5318181818181819,53327.200000000004,1459.2400000000002,3.6686767467964168
5274,L52453,L,303.6,313.1,1395.0,44.1,120,0,0,0,0,0,0,9.5,146.08405839192537,6442.306975083909,6.442306975083908,5292.0,0.5454545454545454,61519.5,1944.8100000000002,3.8088822465086327
5275,L52454,L,303.6,313.0,1617.0,30.9,122,0,0,0,0,0,0,9.399999999999977,169.33184402848985,5232.353980480336,5.232353980480336,3769.7999999999997,0.5545454545454546,49965.299999999996,954.81,3.462606009790799
5276,L52455,L,303.7,313.1,1423.0,41.2,124,0,0,0,0,0,0,9.400000000000034,149.01621153527586,6139.467915253365,6.139467915253365,5108.8,0.5636363636363636,58627.600000000006,1697.4400000000003,3.742420221041966
5277,L52456,L,303.5,313.0,1606.0,34.0,126,0,0,0,0,0,0,9.5,168.1799267221736,5718.117508553903,5.718117508553902,4284.0,0.5727272727272728,54604.0,1156.0,3.5553480614894135
5278,L52457,L,303.5,312.9,1501.0,44.0,128,0,0,0,0,0,0,9.399999999999977,157.18435243460934,6916.1115071228105,6.91611150712281,5632.0,0.5818181818181818,66044.0,1936.0,3.8066624897703196
5279,M20138,M,303.5,312.9,1618.0,30.4,130,0,0,0,0,0,0,9.399999999999977,169.4365637836095,5150.8715390217285,5.150871539021728,3952.0,0.5909090909090909,49187.2,924.16,3.4468078929142076
5280,L52459,L,303.6,313.0,1522.0,35.8,133,0,0,0,0,0,0,9.399999999999977,159.38346729212216,5705.928129057973,5.705928129057973,4761.4,0.6045454545454545,54487.6,1281.6399999999999,3.6054978451748854
5281,L52460,L,303.6,312.9,1480.0,41.4,135,0,0,0,0,0,0,9.299999999999955,154.98523757709646,6416.388835691793,6.4163888356917935,5589.0,0.6136363636363636,61272.0,1713.9599999999998,3.747148362237912
5282,M20141,M,303.7,313.0,1469.0,39.9,137,0,0,0,0,0,0,9.300000000000011,153.8333202707802,6137.94947880413,6.13794947880413,5466.3,0.6227272727272727,58613.1,1592.01,3.7111300630487563
5283,H34696,H,303.8,313.2,1381.0,52.4,140,0,0,0,0,0,0,9.399999999999977,144.61798182025012,7577.982247381106,7.577982247381106,7336.0,0.6363636363636364,72364.4,2745.7599999999998,3.977810745966149
5284,L52463,L,303.8,313.2,1525.0,41.9,145,0,0,0,0,0,0,9.399999999999977,159.69762655748116,6691.330552758461,6.691330552758461,6075.5,0.6590909090909091,63897.5,1755.61,3.758871825933971
5285,M20144,M,303.8,313.2,1732.0,29.6,147,0,0,0,0,0,0,9.399999999999977,181.37461586725072,5368.688629670622,5.368688629670622,4351.2,0.6681818181818182,51267.200000000004,876.1600000000001,3.4210000089583352
5286,L52465,L,303.8,313.1,1523.0,39.8,150,0,0,0,0,0,0,9.300000000000011,159.48818704724184,6347.629844480225,6.347629844480225,5970.0,0.6818181818181818,60615.399999999994,1584.0399999999997,3.708682081410116
5287,L52466,L,303.8,313.1,1422.0,42.4,152,0,0,0,0,0,0,9.300000000000011,148.91149178015618,6313.847251478622,6.313847251478622,6444.8,0.6909090909090909,60292.799999999996,1797.76,3.770459441106359
5288,H34701,H,303.8,313.2,1506.0,46.9,154,0,0,0,0,0,0,9.399999999999977,157.70795121020763,7396.502911758737,7.396502911758738,7222.599999999999,0.7,70631.4,2199.6099999999997,3.8691155044168695
5289,L52468,L,303.8,313.2,1531.0,39.4,159,0,0,0,0,0,0,9.399999999999977,160.32594508819912,6316.842236475045,6.316842236475045,6264.599999999999,0.7227272727272728,60321.4,1552.36,3.6988297849671046
5290,M20149,M,303.9,313.3,1507.0,34.3,161,0,0,0,0,0,0,9.400000000000034,157.8126709653273,5412.974614110726,5.412974614110726,5522.299999999999,0.7318181818181818,51690.1,1176.4899999999998,3.563882963939251
5291,L52470,L,303.9,313.3,1526.0,40.7,164,0,0,0,0,0,0,9.400000000000034,159.80234631260083,6503.955494922854,6.503955494922854,6674.8,0.7454545454545455,62108.200000000004,1656.4900000000002,3.7305011288047556
5292,L52471,L,303.8,313.3,1406.0,52.1,166,0,0,0,0,0,0,9.5,147.23597569824162,7670.994333878389,7.670994333878388,8648.6,0.7545454545454545,73252.6,2714.4100000000003,3.9721769282478934
